CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-29T14:56:31,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-29T11:40:40.918080,15.50196064,0.00019450,51.6344,97.4197,130.2872,229.8287,0,U,25544,999,52172,0.00023083000000,0.00012831,0.0000000000000,6794.290,92.891,417.477,414.834,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4799475,293715550,0 ISS (ZARYA),1 25544U 98067A   25210.48658470  .00012831  00000-0  23083-3 0  9996,2 25544  51.6344  97.4197 0001945 130.2872 229.8287 15.50196064521726
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-29T18:09:25,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-29T11:40:40.918080,15.50196064,0.00019450,51.6344,97.4197,130.2872,229.8287,0,U,25544,999,52172,0.00023083000000,0.00012831,0.0000000000000,6794.290,92.891,417.477,414.834,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4799578,293723856,0 ISS (ZARYA),1 25544U 98067A   25210.48658470  .00012831  00000-0  23083-3 0  9996,2 25544  51.6344  97.4197 0001945 130.2872 229.8287 15.50196064521726
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-29T07:16:38,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-29T03:56:31.819488,15.50188201,0.00019210,51.6345,99.0171,128.7802,231.3359,0,U,25544,999,52167,0.00023438000000,0.00013032,0.0000000000000,6794.313,92.892,417.483,414.873,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4799233,293708649,0 ISS (ZARYA),1 25544U 98067A   25210.16425717  .00013032  00000-0  23438-3 0  9995,2 25544  51.6345  99.0171 0001921 128.7802 231.3359 15.50188201521672
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-28T22:56:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-28T20:12:22.570560,15.50179196,0.00019540,51.6345,100.6151,128.2115,231.9050,0,U,25544,999,52162,0.00022329000000,0.00012388,0.0000000000000,6794.339,92.892,417.532,414.877,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4798858,293699612,0 ISS (ZARYA),1 25544U 98067A   25209.84192790  .00012388  00000-0  22329-3 0  9991,2 25544  51.6345 100.6151 0001954 128.2115 231.9050 15.50179196521629
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-28T17:46:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-28T16:00:21.422304,15.50175539,0.00022510,51.6363,101.4799,122.9566,339.8304,0,U,25544,999,52159,0.00022393000000,0.00012424,0.0000000000000,6794.350,92.893,417.745,414.686,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4798611,293693544,0 ISS (ZARYA),1 25544U 98067A   25209.66691461  .00012424  00000-0  22393-3 0  9992,2 25544  51.6363 101.4799 0002251 122.9566 339.8304 15.50175539521591
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-28T14:16:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-28T12:43:57.745344,15.50167078,0.00022960,51.6365,102.1566,124.9672,296.1947,0,U,25544,999,52157,0.00018456000000,0.00010153,0.0000000000000,6794.375,92.893,417.800,414.680,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4798307,293655142,0 ISS (ZARYA),1 25544U 98067A   25209.53052946  .00010153  00000-0  18456-3 0  9999,2 25544  51.6365 102.1566 0002296 124.9672 296.1947 15.50167078521577
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-28T07:06:32,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-28T03:11:13.682400,15.50161265,0.00019920,51.6347,104.1294,125.2997,234.8178,0,U,25544,999,52151,0.00022036000000,0.00012211,0.0000000000000,6794.392,92.894,417.610,414.903,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4798246,293653956,0 ISS (ZARYA),1 25544U 98067A   25209.13279725  .00012211  00000-0  22036-3 0  9997,2 25544  51.6347 104.1294 0001992 125.2997 234.8178 15.50161265521514
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-27T23:06:19,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-27T19:27:03.955680,15.50154127,0.00019920,51.6345,105.7265,123.7631,236.3548,0,U,25544,999,52146,0.00023629000000,0.00013125,0.0000000000000,6794.413,92.894,417.631,414.924,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4797928,293616317,0 ISS (ZARYA),1 25544U 98067A   25208.81046245  .00013125  00000-0  23629-3 0  9994,2 25544  51.6345 105.7265 0001992 123.7631 236.3548 15.50154127521466
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-28T06:46:54,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-27T19:27:03.955680,15.50154127,0.00019920,51.6345,105.7265,123.7631,236.3548,0,U,25544,999,52146,0.00023629000000,0.00013125,0.0000000000000,6794.413,92.894,417.631,414.924,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4798160,293628024,0 ISS (ZARYA),1 25544U 98067A   25208.81046245  .00013125  00000-0  23629-3 0  9994,2 25544  51.6345 105.7265 0001992 123.7631 236.3548 15.50154127521466
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-27T15:16:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-27T10:10:04.110816,15.50142938,0.00019820,51.6346,107.6436,121.6825,238.4357,0,U,25544,999,52140,0.00022826000000,0.00012658,0.0000000000000,6794.445,92.895,417.657,414.964,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4797581,293576842,0 ISS (ZARYA),1 25544U 98067A   25208.42365869  .00012658  00000-0  22826-3 0  9995,2 25544  51.6346 107.6436 0001982 121.6825 238.4357 15.50142938521401
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-27T18:39:18,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-27T10:10:04.110816,15.50142938,0.00019820,51.6346,107.6436,121.6825,238.4357,0,U,25544,999,52140,0.00022826000000,0.00012658,0.0000000000000,6794.445,92.895,417.657,414.964,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4797645,293585066,0 ISS (ZARYA),1 25544U 98067A   25208.42365869  .00012658  00000-0  22826-3 0  9995,2 25544  51.6346 107.6436 0001982 121.6825 238.4357 15.50142938521401
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-27T07:06:30,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-27T03:58:44.083200,15.50135736,0.00019850,51.6347,108.9215,120.4338,239.6847,0,U,25544,999,52136,0.00022132000000,0.00012255,0.0000000000000,6794.466,92.895,417.680,414.983,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4797211,293567975,0 ISS (ZARYA),1 25544U 98067A   25208.16578800  .00012255  00000-0  22132-3 0  9990,2 25544  51.6347 108.9215 0001985 120.4338 239.6847 15.50135736521360
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-26T22:56:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-26T20:14:33.902016,15.50128866,0.00019980,51.6348,110.5189,119.2234,240.8955,0,U,25544,999,52131,0.00024705000000,0.00013732,0.0000000000000,6794.486,92.896,417.709,414.994,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4796867,293530107,0 ISS (ZARYA),1 25544U 98067A   25207.84344794  .00013732  00000-0  24705-3 0  9996,2 25544  51.6348 110.5189 0001998 119.2234 240.8955 15.50128866521310
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-27T03:23:05,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-26T20:14:33.902016,15.50128866,0.00019980,51.6348,110.5189,119.2234,240.8955,0,U,25544,999,52131,0.00024705000000,0.00013732,0.0000000000000,6794.486,92.896,417.709,414.994,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4796941,293537212,0 ISS (ZARYA),1 25544U 98067A   25207.84344794  .00013732  00000-0  24705-3 0  9996,2 25544  51.6348 110.5189 0001998 119.2234 240.8955 15.50128866521310
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-26T15:16:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-26T10:57:33.525792,15.50115304,0.00020010,51.6349,112.4361,117.5296,242.5896,0,U,25544,999,52125,0.00021808000000,0.00012060,0.0000000000000,6794.526,92.896,417.751,415.032,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4796568,293522591,0 ISS (ZARYA),1 25544U 98067A   25207.45663803  .00012060  00000-0  21808-3 0  9992,2 25544  51.6349 112.4361 0002001 117.5296 242.5896 15.50115304521258
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-26T07:16:30,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-26T03:13:22.989504,15.50106102,0.00020140,51.6350,114.0333,117.9284,242.1909,0,U,25544,999,52120,0.00021275000000,0.00011750,0.0000000000000,6794.553,92.897,417.786,415.050,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4796155,293512642,0 ISS (ZARYA),1 25544U 98067A   25207.13429386  .00011750  00000-0  21275-3 0  9996,2 25544  51.6350 114.0333 0002014 117.9284 242.1909 15.50106102521204
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-25T22:46:29,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-25T19:29:12.295968,15.50098341,0.00020390,51.6349,115.6307,116.0310,244.0889,0,U,25544,999,52115,0.00022419000000,0.00012404,0.0000000000000,6794.576,92.897,417.826,415.055,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4795791,293472780,0 ISS (ZARYA),1 25544U 98067A   25206.81194787  .00012404  00000-0  22419-3 0  9992,2 25544  51.6349 115.6307 0002039 116.0310 244.0889 15.50098341521154
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-26T05:22:54,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-25T19:29:12.295968,15.50098341,0.00020390,51.6349,115.6307,116.0310,244.0889,0,U,25544,999,52115,0.00022419000000,0.00012404,0.0000000000000,6794.576,92.897,417.826,415.055,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4795818,293479990,0 ISS (ZARYA),1 25544U 98067A   25206.81194787  .00012404  00000-0  22419-3 0  9992,2 25544  51.6349 115.6307 0002039 116.0310 244.0889 15.50098341521154
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-25T14:56:21,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-25T10:12:11.271744,15.50086892,0.00020530,51.6348,117.5476,115.0064,245.1138,0,U,25544,999,52109,0.00022104000000,0.00012218,0.0000000000000,6794.609,92.898,417.869,415.079,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4795546,293437373,0 ISS (ZARYA),1 25544U 98067A   25206.42513046  .00012218  00000-0  22104-3 0  9996,2 25544  51.6348 117.5476 0002053 115.0064 245.1138 15.50086892521092
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-25T18:59:22,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-25T10:12:11.271744,15.50086892,0.00020530,51.6348,117.5476,115.0064,245.1138,0,U,25544,999,52109,0.00022104000000,0.00012218,0.0000000000000,6794.609,92.898,417.869,415.079,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4795625,293445043,0 ISS (ZARYA),1 25544U 98067A   25206.42513046  .00012218  00000-0  22104-3 0  9996,2 25544  51.6348 117.5476 0002053 115.0064 245.1138 15.50086892521092
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-25T07:06:45,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-25T04:00:50.445792,15.50079803,0.00020560,51.6348,118.8254,114.0852,246.0352,0,U,25544,999,52105,0.00021923000000,0.00012111,0.0000000000000,6794.630,92.898,417.892,415.098,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4795256,293430348,0 ISS (ZARYA),1 25544U 98067A   25206.16725053  .00012111  00000-0  21923-3 0  9990,2 25544  51.6348 118.8254 0002056 114.0852 246.0352 15.50079803521055
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-25T02:46:15,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-25T01:46:04.999872,15.50075105,0.00021080,51.6365,119.2875,110.3669,87.1931,0,U,25544,999,52103,0.00018772000000,0.00010300,0.0000000000000,6794.644,92.899,417.941,415.076,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4794956,293422733,0 ISS (ZARYA),1 25544U 98067A   25206.07366898  .00010300  00000-0  18772-3 0  9994,2 25544  51.6365 119.2875 0002108 110.3669  87.1931 15.50075105521037
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-25T02:16:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-25T01:46:04.999872,15.50066657,0.00023140,51.6359,119.2865,115.2752,82.2821,0,U,25544,999,52103,0.00005842100000,0.00002888,0.0000000000000,6794.668,92.899,418.106,414.961,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4794955,293422732,0 ISS (ZARYA),1 25544U 98067A   25206.07366898  .00002888  00000-0  58421-4 0  9992,2 25544  51.6359 119.2865 0002314 115.2752  82.2821 15.50066657521031
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-24T21:36:29,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-24T20:44:35.754144,15.50076300,0.00023840,51.6365,120.3226,116.0513,352.4252,0,U,25544,999,52100,0.00027019000000,0.00015035,0.0000000000000,6794.640,92.899,418.125,414.885,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4794705,293385831,0 ISS (ZARYA),1 25544U 98067A   25205.86430271  .00015035  00000-0  27019-3 0  9991,2 25544  51.6365 120.3226 0002384 116.0513 352.4252 15.50076300521006
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-25T02:04:33,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-24T20:16:39.270144,15.50072701,0.00020640,51.6347,120.4226,112.9750,247.1457,0,U,25544,999,52100,0.00024538000000,0.00013608,0.0000000000000,6794.651,92.899,417.918,415.113,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4794954,293399094,0 ISS (ZARYA),1 25544U 98067A   25205.84489896  .00013608  00000-0  24538-3 0  9993,2 25544  51.6347 120.4226 0002064 112.9750 247.1457 15.50072701521008
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-24T22:06:17,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-24T06:49:01.436160,15.50057991,0.00024510,51.6343,123.2017,114.2122,354.1397,0,U,25544,999,52091,0.00027083000000,0.00015062,0.0000000000000,6794.694,92.900,418.224,414.893,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4794847,293390293,0 ISS (ZARYA),1 25544U 98067A   25205.28404440  .00015062  00000-0  27083-3 0  9997,2 25544  51.6343 123.2017 0002451 114.2122 354.1397 15.50057991520916
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-24T19:51:41,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-24T06:49:01.436160,15.50057991,0.00024510,51.6343,123.2017,114.2122,354.1397,0,U,25544,999,52091,0.00027083000000,0.00015062,0.0000000000000,6794.694,92.900,418.224,414.893,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4794401,293355290,0 ISS (ZARYA),1 25544U 98067A   25205.28404440  .00015062  00000-0  27083-3 0  9997,2 25544  51.6343 123.2017 0002451 114.2122 354.1397 15.50057991520916
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-23T21:16:36,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-23T19:45:44.447904,15.50035709,0.00023590,51.6344,125.4774,111.9505,304.3927,0,U,25544,999,52084,0.00016581000000,0.00009030,0.0000000000000,6794.759,92.901,418.227,415.021,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4793797,293304420,0 ISS (ZARYA),1 25544U 98067A   25204.82343111  .00009030  00000-0  16581-3 0  9992,2 25544  51.6344 125.4774 0002359 111.9505 304.3927 15.50035709520848
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-23T13:36:29,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-23T06:00:41.129856,15.50024026,0.00023450,51.6351,128.3174,109.2368,347.8357,0,U,25544,999,52075,0.00016419000000,0.00008934,0.0000000000000,6794.793,92.902,418.251,415.064,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4793355,293264230,0 ISS (ZARYA),1 25544U 98067A   25204.25047604  .00008934  00000-0  16419-3 0  9999,2 25544  51.6351 128.3174 0002345 109.2368 347.8357 15.50024026520753
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-23T07:06:31,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-23T04:02:50.578944,15.50025731,0.00021150,51.6344,128.7280,106.2807,253.8414,0,U,25544,999,52074,0.00019544000000,0.00010724,0.0000000000000,6794.788,92.902,418.090,415.216,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4793301,293262994,0 ISS (ZARYA),1 25544U 98067A   25204.16864096  .00010724  00000-0  19544-3 0  9993,2 25544  51.6344 128.7280 0002115 106.2807 253.8414 15.50025731520740
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-22T21:06:28,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-22T20:37:34.924800,15.50013182,0.00023790,51.6350,130.2539,110.1784,323.3914,0,U,25544,999,52069,0.00014768000000,0.00007986,0.0000000000000,6794.825,92.902,418.306,415.073,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4792761,293249860,0 ISS (ZARYA),1 25544U 98067A   25203.85943200  .00007986  00000-0  14768-3 0  9992,2 25544  51.6350 130.2539 0002379 110.1784 323.3914 15.50013182520691
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-22T18:16:33,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-22T17:34:40.084896,15.50017352,0.00020810,51.6353,130.8857,97.6914,346.6167,0,U,25544,999,52067,0.00019082000000,0.00010456,0.0000000000000,6794.812,92.902,418.091,415.263,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4792758,293249819,0 ISS (ZARYA),1 25544U 98067A   25203.73240839  .00010456  00000-0  19082-3 0  9997,2 25544  51.6353 130.8857 0002081  97.6914 346.6167 15.50017352520676
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-22T13:26:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-22T06:49:03.601344,15.50001703,0.00026400,51.6349,133.1037,116.9619,343.9417,0,U,25544,999,52060,0.00014281000000,0.00007704,0.0000000000000,6794.858,92.903,418.517,414.929,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4792427,293211187,0 ISS (ZARYA),1 25544U 98067A   25203.28406946  .00007704  00000-0  14281-3 0  9998,2 25544  51.6349 133.1037 0002640 116.9619 343.9417 15.50001703520609
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-22T17:58:09,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-22T06:23:04.197984,15.50004651,0.00021730,51.6339,133.1999,103.8590,256.2641,0,U,25544,999,52060,0.00016288000000,0.00008853,0.0000000000000,6794.849,92.903,418.191,415.238,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4792757,293225760,0 ISS (ZARYA),1 25544U 98067A   25203.26602081  .00008853  00000-0  16288-3 0  9999,2 25544  51.6339 133.1999 0002173 103.8590 256.2641 15.50004651520609
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-22T12:56:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-22T06:23:04.197120,15.50004268,0.00021920,51.6339,133.2000,103.7528,256.3705,0,U,25544,999,52060,0.00015783000000,0.00008563,0.0000000000000,6794.851,92.903,418.205,415.226,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4792425,293211184,0 ISS (ZARYA),1 25544U 98067A   25203.26602080  .00008563  00000-0  15783-3 0  9995,2 25544  51.6339 133.2000 0002192 103.7528 256.3705 15.50004268520600
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-22T07:06:47,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-22T03:17:23.197056,15.50001978,0.00021840,51.6338,133.8388,103.1633,256.9600,0,U,25544,999,52058,0.00015929000000,0.00008646,0.0000000000000,6794.857,92.903,418.206,415.238,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4792365,293209625,0 ISS (ZARYA),1 25544U 98067A   25203.13707404  .00008646  00000-0  15929-3 0  9991,2 25544  51.6338 133.8388 0002184 103.1633 256.9600 15.50001978520588
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T21:16:27,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T19:56:30.831360,15.49992771,0.00023530,51.6344,135.3507,107.1014,343.5068,0,U,25544,999,52053,0.00013725000000,0.00007383,0.0000000000000,6794.884,92.904,418.348,415.150,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791736,293163889,0 ISS (ZARYA),1 25544U 98067A   25202.83091240  .00007383  00000-0  13725-3 0  9990,2 25544  51.6344 135.3507 0002353 107.1014 343.5068 15.49992771520534
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-22T02:55:53,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T19:33:10.634688,15.49996086,0.00021950,51.6337,135.4359,102.5323,257.5912,0,U,25544,999,52053,0.00015957000000,0.00008660,0.0000000000000,6794.875,92.903,418.231,415.248,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4792098,293179597,0 ISS (ZARYA),1 25544U 98067A   25202.81470642  .00008660  00000-0  15957-3 0  9993,2 25544  51.6337 135.4359 0002195 102.5323 257.5912 15.49996086520533
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T18:46:16,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T15:09:55.214784,15.49989292,0.00023630,51.6344,136.3369,106.2254,313.1028,0,U,25544,999,52050,0.00013628000000,0.00007327,0.0000000000000,6794.894,92.904,418.365,415.154,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791727,293163843,0 ISS (ZARYA),1 25544U 98067A   25202.63188906  .00007327  00000-0  13628-3 0  9994,2 25544  51.6344 136.3369 0002363 106.2254 313.1028 15.49989292520508
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T13:46:20,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T07:37:13.444608,15.49987077,0.00025350,51.6344,137.8967,105.6905,358.2995,0,U,25544,999,52045,0.00015302000000,0.00008283,0.0000000000000,6794.901,92.904,418.488,415.043,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791450,293126580,0 ISS (ZARYA),1 25544U 98067A   25202.31751672  .00008283  00000-0  15302-3 0  9998,2 25544  51.6344 137.8967 0002535 105.6905 358.2995 15.49987077520451
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T18:25:45,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T07:10:26.331168,15.49985468,0.00022080,51.6336,137.9914,100.8201,259.3037,0,U,25544,999,52045,0.00015029000000,0.00008127,0.0000000000000,6794.906,92.904,418.271,415.270,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791724,293139449,0 ISS (ZARYA),1 25544U 98067A   25202.29891587  .00008127  00000-0  15029-3 0  9998,2 25544  51.6336 137.9914 0002208 100.8201 259.3037 15.49985468520458
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T07:06:49,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-21T04:04:45.197184,15.49983035,0.00021980,51.6337,138.6304,100.2424,259.8813,0,U,25544,999,52043,0.00014772000000,0.00007979,0.0000000000000,6794.913,92.904,418.271,415.284,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791396,293125229,0 ISS (ZARYA),1 25544U 98067A   25202.16996756  .00007979  00000-0  14772-3 0  9996,2 25544  51.6337 138.6304 0002198 100.2424 259.8813 15.49983035520432
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-20T23:06:22,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-20T20:20:32.290080,15.49977817,0.00021870,51.6338,140.2277,99.1799,260.9438,0,U,25544,999,52038,0.00014663000000,0.00007915,0.0000000000000,6794.928,92.905,418.279,415.307,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791079,293086699,0 ISS (ZARYA),1 25544U 98067A   25201.84759595  .00007915  00000-0  14663-3 0  9997,2 25544  51.6338 140.2277 0002187  99.1799 260.9438 15.49977817520381
2.0,GENERATED VIA SPACE-TRACK.ORG API,2025-07-21T05:22:01,18 SPCS,ISS (ZARYA),1998-067A,EARTH,TEME,UTC,SGP4,2025-07-20T20:20:32.290080,15.49977817,0.00021870,51.6338,140.2277,99.1799,260.9438,0,U,25544,999,52038,0.00014663000000,0.00007915,0.0000000000000,6794.928,92.905,418.279,415.307,PAYLOAD,LARGE,ISS,1998-11-20,TTMTR,,4791124,293094414,0 ISS (ZARYA),1 25544U 98067A   25201.84759595  .00007915  00000-0  14663-3 0  9997,2 25544  51.6338 140.2277 0002187  99.1799 260.9438 15.49977817520381
